id,title,budget,release_date,revenue,runtime,vote_average,vote_count,popularity,genres,production_companies,overview,year,month
882569,Guy Ritchie's The Covenant,55000000,2023-04-19,20000000,123,7.782,2213,83.215,"['War', 'Action', 'Thriller']","[47729, 2900]","During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",2023,4
455476,Knights of the Zodiac,60000000,2023-04-27,7000000,113,6.453,1057,80.68,"['Fantasy', 'Action', 'Adventure']","[11341, 5542, 7417]","When a headstrong street orphan, Seiya, in search of his abducted sister unwittingly taps into hidden powers, he discovers he might be the only person alive who can protect a reincarnated goddess, sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?",2023,4
964980,Air,80000000,2023-04-05,90100000,111,7.357,1706,50.173,['Drama'],"[20580, 173807, 551, 187968]",Discover the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the Air Jordan brand.,2023,4
649609,Renfield,65000000,2023-04-07,26400000,93,6.571,1416,46.58,"['Comedy', 'Horror', 'Fantasy']","[50032, 33, 197279]","Having grown sick and tired of his centuries as Dracula's lackey, Renfield finds a new lease on life — and maybe even redemption — when he falls for feisty, perennially angry traffic cop Rebecca Quincy.",2023,4
798286,Beau Is Afraid,35000000,2023-04-14,11500000,179,6.755,862,38.693,"['Comedy', 'Adventure', 'Fantasy']","[41077, 123620, 142269, 103376]",A  man goes on a journey to visit his mother.,2023,4
913673,Nefarious,3000000,2023-04-14,5400000,98,6.94,215,33.053,"['Horror', 'Thriller']","[3308, 202493]","On the day of his scheduled execution, a convicted serial killer gets a psychiatric evaluation during which he claims he is a demon, and further claims that before their time is over, the psychiatrist will commit three murders of his own.",2023,4
809787,Mafia Mamma,41000000,2023-04-13,3900000,101,6.145,217,30.022,"['Comedy', 'Crime', 'Action']","[151425, 150656, 67285, 290, 9987, 118715]","A suburban American woman inherits her grandfather’s Mafia empire and, guided by the Firm’s trusted consigliere, defies everyone’s expectations, including her own, as the new head of the family business.",2023,4
878361,Big George Foreman,32000000,2023-04-27,3800000,129,7.63,211,27.864,"['History', 'Drama']","[551, 10156]","Fueled by an impoverished childhood, George Foreman channeled his anger into becoming an Olympic Gold medalist and World Heavyweight Champion, followed by a near-death experience that took him from the boxing ring to the pulpit. But when he sees his community struggling spiritually and financially, Foreman returns to the ring and makes history by reclaiming his title, becoming the oldest and most improbable World Heavyweight Boxing Champion ever.",2023,4
812635,Chevalier,35000000,2023-04-20,4200000,104,6.2,91,22.604,"['Music', 'Drama', 'History']","[127929, 3353, 22213]","The illegitimate son of an African slave and a French plantation owner, Joseph Bologne rises to improbable heights in French society as a celebrated violinist-composer and fencer, complete with an ill-fated love affair and a falling out with Marie Antoinette and her court.",2023,4
897087,Freelance,40000000,2023-10-05,9112817,108,6.577,726,230.772,"['Action', 'Comedy']","[89171, 110799, 23514, 206783, 206784, 9987]","An ex-special forces operative takes a job to provide security for a journalist as she interviews a dictator, but a military coup breaks out in the middle of the interview, they are forced to escape into the jungle where they must survive.",2023,10
466420,Killers of the Flower Moon,200000000,2023-10-18,156922344,206,7.494,2773,205.74,"['Crime', 'History', 'Drama']","[194232, 81121, 23243, 562]","When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",2023,10
901362,Trolls Band Together,95000000,2023-10-12,207318137,91,7.3,738,177.546,"['Animation', 'Family', 'Music', 'Fantasy', 'Comedy']","[521, 1778, 33]","When Branch's brother, Floyd, is kidnapped for his musical talents by a pair of nefarious pop-star villains, Branch and Poppy embark on a harrowing and emotional journey to reunite the other brothers and rescue Floyd from a fate even worse than pop-culture obscurity.",2023,10
507089,Five Nights at Freddy's,20000000,2023-10-25,294803785,110,7.65,3552,168.232,"['Horror', 'Mystery']","[3172, 211144]","Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.",2023,10
840430,The Holdovers,13000000,2023-10-27,42513270,133,7.729,1138,109.141,"['Comedy', 'Drama']","[14, 2605]","A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam.",2023,10
807172,The Exorcist: Believer,30000000,2023-10-04,134800000,111,6.005,877,95.054,['Horror'],"[33, 3172, 10210, 20848]","Since his wife's death, Victor has raised his daughter Angela alone. After she and her friend return from a three-day disappearance with missing memories, they begin displaying frightening behavior reminiscent of the MacNeil possession fifty years prior.",2023,10
1020006,Priscilla,20000000,2023-10-27,30140906,110,6.954,546,69.977,"['Drama', 'Romance', 'Music']","[70, 128344, 121813]","When teenage Priscilla Beaulieu meets Elvis Presley at a party, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend.",2023,10
1058694,Radical,10000000,2023-10-19,21066351,127,8.4,345,66.003,['Drama'],"[105116, 173035, 79714, 210842]","In a Mexican border town plagued by neglect, corruption, and violence, a frustrated teacher tries a radical new method to break through his students’ apathy and unlock their curiosity, their potential… and maybe even their genius.",2023,10
1160164,TAYLOR SWIFT | THE ERAS TOUR,15000000,2023-10-13,261656269,169,8.366,325,59.355,['Music'],"[69922, 154630]","The cultural phenomenon continues on the big screen! Immerse yourself in this once-in-a-lifetime concert film experience with a breathtaking, cinematic view of the history-making tour.",2023,10
800158,The Killer,175000000,2023-10-25,362113,118,6.587,1785,44.135,"['Crime', 'Thriller']",[178464],"After a fateful near-miss, an assassin battles his employers, and himself, on an international manhunt he insists isn't personal.",2023,10
843394,Cat Person,12000000,2023-10-06,282000,118,5.938,48,23.94,"['Thriller', 'Comedy']","[694, 175510, 157346, 104363, 81121]","When Margot, a college sophomore, goes on a date with the older Robert, she finds that IRL Robert doesn’t live up to the Robert she has been flirting with over texts.",2023,10
1162322,After Death,40000000,2023-10-26,11537680,106,7.424,33,13.021,"['Documentary', 'Drama']","[143741, 210042]","Based on real near-death experiences, the afterlife is explored with the guidance of New York Times bestselling authors, medical experts, scientists and survivors who shed a light on what awaits us.",2023,10
1022796,Wish,175000000,2023-11-13,251720820,95,6.496,1089,412.063,"['Animation', 'Family', 'Fantasy', 'Adventure']","[2, 6125]","Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force – a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe - the ruler of Rosas, King Magnifico - to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.",2023,11
609681,The Marvels,274800000,2023-11-08,207089999,105,6.184,2206,288.112,"['Science Fiction', 'Adventure', 'Action']","[420, 176762]","Carol Danvers, aka Captain Marvel, has reclaimed her identity from the tyrannical Kree and taken revenge on the Supreme Intelligence. But unintended consequences see Carol shouldering the burden of a destabilized universe. When her duties send her to an anomalous wormhole linked to a Kree revolutionary, her powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and Carol’s estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team up and learn to work in concert to save the universe.",2023,11
695721,The Hunger Games: The Ballad of Songbirds & Snakes,100000000,2023-11-15,337134868,157,7.174,2107,246.315,"['Drama', 'Science Fiction', 'Action']","[1632, 5420, 161357]","64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12.",2023,11
753342,Napoleon,165000000,2023-11-22,220597098,158,6.479,2006,236.736,"['History', 'War', 'Romance']","[194232, 221347]","An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.",2023,11
1071215,Thanksgiving,15000000,2023-11-16,46553280,106,6.6,860,109.91,"['Horror', 'Mystery', 'Thriller']","[175140, 18142, 143790]","After a Black Friday riot ends in tragedy, a mysterious Thanksgiving-inspired killer terrorizes Plymouth, Massachusetts - the birthplace of the holiday. Picking off residents one by one, what begins as random revenge killings are soon revealed to be part of a larger, sinister holiday plan.",2023,11
823482,Dream Scenario,10000000,2023-11-10,14114415,102,6.763,561,90.825,"['Comedy', 'Fantasy']","[41077, 123620, 831]","Hapless family man Paul Matthews finds his life turned upside down when millions of strangers suddenly start seeing him in their dreams. But when his nighttime appearances take a nightmarish turn, Paul is forced to navigate his newfound stardom.",2023,11
839369,May December,20000000,2023-11-16,4232370,117,6.761,518,70.75,"['Drama', 'Comedy']","[77152, 1422, 157532, 87067, 173619]","Twenty years after their notorious tabloid romance gripped the nation, a married couple buckles under the pressure when an actress arrives to do research for a film about their past.",2023,11
930564,Saltburn,20000000,2023-11-16,21013738,131,7.067,1921,70.134,"['Drama', 'Comedy', 'Thriller']","[82968, 2531, 207685]","Struggling to find his place at Oxford University, student Oliver Quick finds himself drawn into the world of the charming and aristocratic Felix Catton, who invites him to Saltburn, his eccentric family's sprawling estate, for a summer never to be forgotten.",2023,11
1056360,American Fiction,16000000,2023-11-10,21976115,117,7.3,724,58.997,"['Comedy', 'Drama']","[2531, 37871, 787, 221959]","A novelist fed up with the establishment profiting from ""Black"" entertainment uses a pen name to write a book that propels him into the heart of hypocrisy and the madness he claims to disdain.",2023,11
989596,The Braid,8500000,2023-11-29,9235757,121,7.692,86,56.045,"['Drama', 'Comedy']","[83, 92629, 12406, 12407, 177378, 2902, 77552, 77550, 1533, 92187, 11797, 806, 9116, 104, 7131, 1583, 104800, 34515, 202363, 24430]","India. Smita is an untouchable. She dreams of seeing her daughter escape her miserable condition and enter school. Italy. Giulia works in her father’s workshop. When he has an accident, she discovers that the family business is ruined. Canada. Sarah, a successful lawyer, is about to be promoted to the head of her firm when she learns that she is ill. Three lives, three women, three continents. Three battles to fight. Although they don’t know each other, Smita, Giulia and Sarah are unknowingly linked by their most intimate and singular bond.",2023,11
621587,Next Goal Wins,14000000,2023-11-16,18062279,104,6.455,332,47.822,"['Comedy', 'Drama']","[85284, 127929, 22213, 219854, 6510, 30601]",Dutch coach Thomas Rongen attempts the nearly impossible task of turning the American Samoa soccer team from perennial losers into winners.,2023,11
523607,Maestro,80000000,2023-11-22,300000,129,6.42,616,45.998,"['Drama', 'Romance', 'Music']","[56, 89312, 23243, 201152]","A towering and fearless love story chronicling the lifelong relationship between Leonard Bernstein and Felicia Montealegre Cohn Bernstein. A love letter to life and art, Maestro at its core is an emotionally epic portrayal of family and love.",2023,11
1092329,Journey to Bethlehem,6000000,2023-11-09,7900000,99,7.638,47,18.062,"['Family', 'Drama']","[10156, 210994, 133093, 219863]",A young woman carrying an unimaginable responsibility. A young man torn between love and honor. A jealous king who will stop at nothing to keep his crown.,2023,11
970948,What Happens Later,3000000,2023-11-02,3370345,104,5.3,24,17.025,"['Romance', 'Comedy']","[114131, 112520, 8739, 130465]","Two ex-lovers get snowed in at a regional airport overnight. Indefinitely delayed, Willa, a magical thinker, and Bill, a catastrophic one, find themselves just as attracted to and annoyed by one another as they did decades earlier. But as they unpack the riddle of their mutual past and compare their lives to the dreams they once shared, they begin to wonder if their reunion is mere coincidence, or something more enchanted.",2023,11
1108658,The Shift,6500000,2023-11-30,8500000,113,5.7,24,16.215,"['Science Fiction', 'Fantasy', 'Thriller']","[119235, 157314, 165435]","Following a tense encounter with a mysterious stranger with otherworldly powers, a man is banished to a parallel, tyrannical, liberal Earth, where he fights to get back the woman he loves.",2023,11
616037,Thor: Love and Thunder,250000000,2022-07-06,760900000,119,6.473,7105,148.298,"['Fantasy', 'Action', 'Comedy']","[420, 176762]","After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",2022,7
760161,Orphan: First Kill,10000000,2022-07-27,9572765,99,6.673,1986,52.933,"['Horror', 'Thriller']","[1786, 8147, 63576]","After escaping from an Estonian psychiatric facility, Leena Klammer travels to America by impersonating Esther, the missing daughter of a wealthy family. But when her mask starts to slip, she is put against a mother who will protect her family from the murderous “child” at any cost.",2022,7
682507,Where the Crawdads Sing,24000000,2022-07-14,144353965,126,7.5,1521,52.573,"['Drama', 'Mystery', 'Romance']","[130405, 105382, 137357]","Abandoned by her family, Kya raises herself all alone in the marshes outside of her small town. When her former boyfriend is found dead, Kya is instantly branded by the local townspeople and law enforcement as the prime suspect for his murder.",2022,7
725201,The Gray Man,200000000,2022-07-13,454023,122,7.0,3386,49.809,"['Action', 'Thriller']","[106544, 105052]","When a shadowy CIA agent uncovers damning agency secrets, he's hunted across the globe by a sociopathic rogue operative who's put a bounty on his head.",2022,7
539681,DC League of Super-Pets,90000000,2022-07-27,203000000,105,7.283,1457,49.194,"['Animation', 'Action', 'Family', 'Comedy', 'Science Fiction']","[25120, 9993, 73669, 174]","When Superman and the rest of the Justice League are kidnapped, Krypto the Super-Dog must convince a rag-tag shelter pack - Ace the hound, PB the potbellied pig, Merton the turtle and Chip the squirrel - to master their own newfound powers and help him rescue the superheroes.",2022,7
762504,Nope,68000000,2022-07-20,170823080,130,6.863,3685,41.82,"['Horror', 'Science Fiction', 'Mystery']","[88934, 33, 1778]","Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",2022,7
366672,Paws of Fury: The Legend of Hank,45000000,2022-07-14,42500000,94,6.7,276,25.667,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']","[177030, 142311, 127847, 75234, 144803, 150709, 2348, 617, 67732, 178860, 4, 21649]","A hard-on-his-luck hound finds himself in a town full of cats in need of a hero to defend them from a ruthless villain's wicked plot to wipe their village off the map. With help from a reluctant mentor, our underdog must assume the role of town samurai and team up with the villagers to save the day.",2022,7
338953,Fantastic Beasts: The Secrets of Dumbledore,200000000,2022-04-06,407200000,142,6.7,4188,91.669,"['Fantasy', 'Adventure']","[174, 437]","Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",2022,4
639933,The Northman,80000000,2022-04-07,69633110,137,7.066,3986,86.06,"['Action', 'Adventure', 'Fantasy']","[10146, 508, 10338, 10104, 123620]","Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",2022,4
818397,Memory,30000000,2022-04-28,13900000,114,6.8,1406,54.414,"['Action', 'Thriller', 'Crime']","[22146, 173612, 73620, 10427, 191127, 47729]","Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.",2022,4
648579,The Unbearable Weight of Massive Talent,30000000,2022-04-20,29116320,107,6.768,1802,43.995,"['Action', 'Comedy', 'Crime']","[831, 128491]","Creatively unfulfilled and facing financial ruin, Nick Cage must accept a $1 million offer to attend the birthday of a dangerous superfan. Things take a wildly unexpected turn when Cage is recruited by a CIA operative and forced to live up to his own legend, channeling his most iconic and beloved on-screen characters in order to save himself and his loved ones.",2022,4
809140,Father Stu,4000000,2022-04-13,21591034,124,7.159,538,35.277,['Drama'],"[169668, 86077]","The true-life story of boxer-turned-priest. When an injury ends his amateur boxing career, Stuart Long moves to Los Angeles to find money and fame. While scraping by as a supermarket clerk, he meets Carmen, a Sunday school teacher who seems immune to his bad-boy charm. Determined to win her over, the longtime agnostic starts going to church to impress her. However, a motorcycle accident leaves him wondering if he can use his second chance to help others, leading to the surprising realization that he's meant to be a Catholic priest.",2022,4
820446,Downton Abbey: A New Era,40000000,2022-04-27,88000000,125,7.188,439,29.477,"['Drama', 'Romance', 'History', 'Mystery']","[6196, 10146, 10338]",The Crawley family goes on a grand journey to the south of France to uncover the mystery of the dowager countess's newly inherited villa.,2022,4
777831,9 Bullets,3000000,2022-04-14,193908,96,5.4,121,24.708,"['Action', 'Thriller']","[95837, 163946, 6353]","A former burlesque dancer turned author discovers a second chance at life and redemption when she risks everything to rescue her young neighbor after he witnesses his parents’ murder. Now on the run from the local crime boss, who happens to be her longtime ex, she makes a desperate attempt to get the boy to safety.",2022,4
883502,Fortress: Sniper's Eye,22000000,2022-04-29,69075,87,5.331,148,23.065,"['Action', 'Thriller', 'Crime']","[10405, 3604]","Weeks after the deadly assault on Fortress Camp, Robert makes a daring rescue to save Sasha, the widow of his old nemesis Balzary. But back in the camp's command bunker, it appears Sasha may have devious plans of her own. As a new attack breaks out, Robert is confronted with a familiar face he thought he'd never see again…",2022,4
477462,The Twin,2620000,2022-04-06,492000,109,5.8,188,17.666,"['Horror', 'Mystery']",[68201],"Every parent's worst nightmare is just the beginning for Rachel's ordeal as in the aftermath of a tragic accident, she and her husband Anthony decide to move to the other side of the world to focus on their surviving twin son Elliot.  What begins as a time of healing and isolation in the Finnish countryside turns into a desperate battle for the very soul of their son as an entity claiming to be his dead twin brother takes over Elliot — setting Rachel on a diabolical journey to unravel the horrible truth about her twin son.",2022,4
872585,Oppenheimer,100000000,2023-07-19,952000000,181,8.108,7716,469.007,"['Drama', 'History']","[9996, 33, 507]",The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,2023,7
346698,Barbie,145000000,2023-07-19,1445638421,114,7.08,8035,310.842,"['Comedy', 'Adventure']","[82968, 437, 181486, 6220, 174]","Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",2023,7
575264,Mission: Impossible - Dead Reckoning Part One,291000000,2023-07-08,567500000,164,7.552,3339,170.774,"['Action', 'Thriller']","[4, 82819, 21777]","Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.",2023,7
1008042,Talk to Me,4500000,2023-07-26,92000000,95,7.177,2510,142.47,"['Horror', 'Thriller']","[32301, 110175, 7584, 2806, 61922, 5056, 209573]","When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",2023,7
678512,Sound of Freedom,14500000,2023-07-03,250600000,131,8.033,2122,110.257,"['Action', 'Drama']",[90508],"The story of Tim Ballard, a former US government agent, who quits his job in order to devote his life to rescuing children from global sex traffickers.",2023,7
614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,75000000,2023-07-31,180000000,100,7.266,1134,96.391,"['Animation', 'Comedy', 'Action', 'Science Fiction']","[4, 2348, 16615, 75234, 199314]","After years of being sheltered from the human world, the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate, but they soon get in over their heads when an army of mutants is unleashed upon them.",2023,7
614479,Insidious: The Red Door,16000000,2023-07-05,185582093,107,6.7,1544,67.364,"['Horror', 'Mystery', 'Thriller']","[3172, 11341, 3287, 206395, 21223]","To put their demons to rest once and for all, Josh Lambert and a college-aged Dalton Lambert must go deeper into The Further than ever before, facing their family's dark past and a host of new and more horrifying terrors that lurk behind the red door.",2023,7
616747,Haunted Mansion,157800000,2023-07-26,117300000,123,6.54,938,55.107,"['Fantasy', 'Comedy', 'Horror', 'Family']","[2, 118854]",A woman and her son enlist a motley crew of so-called spiritual experts to help rid their home of supernatural squatters.,2023,7
986054,Theater Camp,5000000,2023-07-13,4400000,93,6.674,132,23.633,['Comedy'],"[77152, 99366, 123244]","After the indomitable and beloved founder of a scrappy theater camp in upstate New York falls into a coma, the eccentric staff must band together with her clueless ""crypto-bro"" son to keep the thespian paradise afloat.",2023,7
640146,Ant-Man and the Wasp: Quantumania,200000000,2023-02-15,476071180,125,6.353,4634,88.052,"['Action', 'Adventure', 'Science Fiction']","[420, 176762]","Super-Hero partners Scott Lang and Hope van Dyne, along with with Hope's parents Janet van Dyne and Hank Pym, and Scott's daughter Cassie Lang, find themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.",2023,2
804150,Cocaine Bear,32500000,2023-02-22,87649532,95,6.097,1816,68.724,"['Thriller', 'Comedy', 'Crime']","[33, 12365, 77973, 118800]","Inspired by a true story, an oddball group of cops, criminals, tourists and teens converge in a Georgia forest where a 500-pound black bear goes on a murderous rampage after unintentionally ingesting cocaine.",2023,2
631842,Knock at the Cabin,20000000,2023-02-01,54700000,100,6.31,2272,51.561,"['Thriller', 'Mystery', 'Horror']","[12236, 33, 7493, 152785, 1778]","While vacationing at a remote cabin, a young girl and her two fathers are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost.",2023,2
1016084,BlackBerry,5000000,2023-02-13,2600000,119,7.196,410,40.116,"['Drama', 'Comedy', 'History']","[72063, 164, 142269, 12113]",Two mismatched entrepreneurs – egghead innovator Mike Lazaridis and cut-throat businessman Jim Balsillie – joined forces in an endeavour that was to become a worldwide hit in little more than a decade. The story of the meteoric rise and catastrophic demise of the world's first smartphone.,2023,2
844417,Marlowe,20000000,2023-02-15,6262663,109,5.793,319,35.528,"['Mystery', 'Thriller', 'Crime']","[5122, 128586, 110723, 129701, 342, 125584, 115145, 52738, 190407, 191127, 1898, 128279]",Private detective Philip Marlowe becomes embroiled in an investigation involving a wealthy Californian family after a beautiful blonde hires him to track down her former lover.,2023,2
906221,Magic Mike's Last Dance,45000000,2023-02-09,52000000,112,6.701,422,30.693,"['Comedy', 'Drama', 'Romance']","[174, 8073, 57743]","Mike Lane takes to the stage again after a lengthy hiatus, following a business deal that went bust, leaving him broke and taking bartender gigs in Florida. For what he hopes will be one last hurrah, Mike heads to London with a wealthy socialite who lures him with an offer he can’t refuse… and an agenda all her own. With everything on the line, once Mike discovers what she truly has in mind, will he—and the roster of hot new dancers he’ll have to whip into shape—be able to pull it off?",2023,2
942922,80 for Brady,28000000,2023-02-03,29637811,98,6.5,131,26.444,"['Comedy', 'Drama']","[156448, 118408, 181874, 4384, 4]",A quartet of elderly best friends decide to live life to the fullest by taking a wild trip to the Super Bowl LI to see their hero Tom Brady play.,2023,2
719256,Jesus Revolution,15000000,2023-02-23,52300000,120,6.7,113,22.277,"['Drama', 'History']","[1632, 144002]","In the 1970s, aimless teenager Greg Laurie searches for all the right things in all the wrong places until he meets Lonnie Frisbee, a charismatic hippie/street preacher. Together with local pastor Chuck Smith, they open the doors of a languishing church to an unexpected revival.",2023,2
585083,Hotel Transylvania: Transformania,75000000,2022-01-31,18500000,92,7.098,2591,127.622,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']","[2251, 34, 2531, 5]","When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",2022,1
646385,Scream,24000000,2022-01-12,137700000,114,6.674,3057,95.493,"['Horror', 'Mystery', 'Thriller']","[4, 130448, 126588, 143790]","Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",2022,1
522016,The 355,75000000,2022-01-05,55700000,122,6.1,930,53.0,"['Action', 'Thriller']","[83210, 28788, 7493, 33, 193675, 310, 171888, 199951, 8881]","A group of top female agents from American, British, Chinese, Colombian, and German government agencies are drawn together to try and stop an organization from acquiring a deadly weapon to send the world into chaos.",2022,1
698508,Redeeming Love,30000000,2022-01-21,9500000,134,7.856,436,50.309,"['Romance', 'Drama', 'Western']","[54927, 79287, 157314, 225226]",A retelling of the biblical book of Hosea set against the backdrop of the California Gold Rush of 1850.,2022,1
575322,Project Gemini,6000000,2022-01-06,211674,98,5.8,386,38.516,"['Science Fiction', 'Horror']",[188974],"After depleting Earth's resources for centuries, humankind's survival requires an exodus to outer space. An international expedition is quickly formed to find a suitable new planet, but when plans go awry, the crew is suddenly stranded without power on a strange planet, where something unimaginable lies in wait.",2022,1
803114,The Requin,8500000,2022-01-28,130493,89,4.9,317,32.543,"['Horror', 'Mystery', 'Thriller']","[100121, 89269, 76992]","A couple on a romantic getaway find themselves stranded at sea when a tropical storm sweeps away their villa. In order to survive, they are forced to fight the elements, while sharks circle below.",2022,1
760926,Gold,6500000,2022-01-13,176048,97,6.2,546,27.707,"['Action', 'Adventure', 'Thriller']","[125583, 143279, 7584, 74346, 2806]","In the not-too-distant future, two drifters traveling through the desert stumble across the biggest gold nugget ever found and the dream of immense wealth and greed takes hold. They hatch a plan to excavate their bounty, with one man leaving to secure the necessary tools while the other remains with the gold. The man who remains must endure harsh desert elements, ravenous wild dogs, and mysterious intruders, while battling the sinking suspicion that he has been abandoned to his fate.",2022,1
245842,The King's Daughter,40500000,2022-01-21,2200000,94,7.1,664,21.696,"['Fantasy', 'Adventure', 'Family']","[171888, 3235, 94431, 8186, 69756, 290, 44632, 31540, 191183]","King Louis XIV's quest for immortality leads him to capture and steal a mermaid's life force, a move that is further complicated by his illegitimate daughter's discovery of the creature.",2022,1
739405,Operation Fortune: Ruse de Guerre,50000000,2023-01-04,37800000,114,6.5,1283,69.606,"['Action', 'Thriller', 'Comedy', 'Adventure']","[14, 47729, 2900, 73204]",Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,2023,1
646389,Plane,25000000,2023-01-12,51000000,107,7.0,2036,66.69,['Action'],"[73492, 435, 103331, 149107, 76314]","After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",2023,1
667216,Infinity Pool,4500000,2023-01-27,5078400,118,6.1,641,48.081,"['Horror', 'Science Fiction']","[99366, 82552, 51614, 119153, 860, 90733, 806, 850]","While staying at an isolated island resort, James and Em are enjoying a perfect vacation of pristine beaches, exceptional staff, and soaking up the sun. But guided by the seductive and mysterious Gabi, they venture outside the resort grounds and find themselves in a culture filled with violence, hedonism, and untold horror. A tragic accident leaves them facing a zero tolerance policy for crime: either you'll be executed, or, if you’re rich enough to afford it, you can watch yourself die instead.",2023,1
768362,Missing,7000000,2023-01-19,45100756,111,7.47,876,35.682,"['Thriller', 'Mystery', 'Drama']","[11341, 146929, 109501, 3287]","When her mother disappears while on vacation in Colombia with her new boyfriend, June’s search for answers is hindered by international red tape. Stuck thousands of miles away in Los Angeles, June creatively uses all the latest technology at her fingertips to try and find her before it’s too late. But as she digs deeper, her digital sleuthing raises more questions than answers... and when June unravels secrets about her mom, she discovers that she never really knew her at all.",2023,1
972230,Maybe I Do,7500000,2023-01-27,4393504,95,5.545,179,30.187,"['Comedy', 'Romance', 'Drama']","[181874, 88606, 17929]","Michelle and Allen, who have reached the point in their relationship where they are considering next steps, decide to invite  their parents to finally meet and to offer some understanding of why marriage works. Except the parents already know each other quite well, which leads to some very distinct opinions about the value of marriage.",2023,1
1008903,Left Behind: Rise of the Antichrist,10000000,2023-01-26,3649422,115,4.8,17,19.475,"['Science Fiction', 'Action', 'Thriller', 'Fantasy']","[180043, 180044, 183997, 3226, 140096]","After millions of people vanish and the world falls into chaos, a charismatic leader rises to lead the UN. However, his intentions are more sinister than they appear.",2023,1
